,product_name,price_in_rupees,availability,link
46,Cadbury Bournvita Health Drink Pouch  (750 g),240,available,https://flipkart.com/cadbury-bournvita-health-drink-pouch/p/itm1da9c63ce20df?pid=MDMETGN5XTYUENFH&lid=LSTMDMETGN5XTYUENFHTSQUCU&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_13&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.MDMETGN5XTYUENFH.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
47,Cadbury Dairy Milk Silk Oreo Chocolate Bars  (60 g),66,available,https://flipkart.com/cadbury-dairy-milk-silk-oreo-chocolate-bars/p/itmfykkyhfhtzykb?pid=CHCEWXEHHJGN3YXZ&lid=LSTCHCEWXEHHJGN3YXZGSOHDJ&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_14&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHHJGN3YXZ.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
48,Cadbury Shots Truffles  (2 x 208.8 g),224,available,https://flipkart.com/cadbury-shots-truffles/p/itmfcmm637vkxmkh?pid=CHCFCHDAQ6JXEYAR&lid=LSTCHCFCHDAQ6JXEYARQJ99VI&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_15&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFCHDAQ6JXEYAR.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
49,Cadbury Bournville 50% Cocoa Dark Chocolate Bar 80 g (Pack of 5) Bars  (5 x 80 g),400,available,https://flipkart.com/cadbury-bournville-50-cocoa-dark-chocolate-bar-80-g-pack-5-bars/p/itmf9fa5n92xsxzx?pid=CHCF9FYBWB7FGXFN&lid=LSTCHCF9FYBWB7FGXFNLOIUIP&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_16&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCF9FYBWB7FGXFN.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
50,Cadbury Dairy Milk Silk Chocolate Bars  (150 g),140,available,https://flipkart.com/cadbury-dairy-milk-silk-chocolate-bars/p/itmfafsamwpq6ksx?pid=CHCEWXEHUUAYMYWS&lid=LSTCHCEWXEHUUAYMYWSIVMQMM&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_17&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHUUAYMYWS.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
51,"Cadbury Dairy Milk Silk Roast Almond Chocolate Bar, 58g – Pack of 8 Bars  (8 x 58 g)",608,available,https://flipkart.com/cadbury-dairy-milk-silk-roast-almond-chocolate-bar-58g-pack-8-bars/p/itm75e9b7b49a60f?pid=CHCFJHMKGMEDPBF9&lid=LSTCHCFJHMKGMEDPBF9WCFFWG&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_18&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFJHMKGMEDPBF9.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
52,"Cadbury Dairy Milk Chocolate Bar, 52 gm Maha Pack Pack of 15 Bars  (15 x 52 g)",558,available,https://flipkart.com/cadbury-dairy-milk-chocolate-bar-52-gm-maha-pack-15-bars/p/itmf9utytfdjdhdy?pid=CHCF9RZSEQFUFYFM&lid=LSTCHCF9RZSEQFUFYFMVMJDSC&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_19&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCF9RZSEQFUFYFM.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
53,Cadbury Crispello Chocolate Bar 33 g (Pack of 15) Brittles  (15 x 33 g),450,available,https://flipkart.com/cadbury-crispello-chocolate-bar-33-g-pack-15-brittles/p/itmfaazzpgzrpuhp?pid=CHCFAAB9QG4UVA8W&lid=LSTCHCFAAB9QG4UVA8WJ54VAF&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_20&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFAAB9QG4UVA8W.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
54,Cadbury Perk Home Treats Chocolate Bars  (173.7 g),65,available,https://flipkart.com/cadbury-perk-home-treats-chocolate-bars/p/itmewxehgsaw7mnu?pid=CHCEWXEHJSPFHHNM&lid=LSTCHCEWXEHJSPFHHNMUIJX0V&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_21&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHJSPFHHNM.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
55,Cadbury Gems Minis Crackles  (142.2 g),100,available,https://flipkart.com/cadbury-gems-minis-crackles/p/itm0add99808eea6?pid=CHCFYGAHXGHZCBGC&lid=LSTCHCFYGAHXGHZCBGCHHVPAM&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_22&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFYGAHXGHZCBGC.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
56,Cadbury Dairy Milk Fruit and Nut Chocolate Bars  (36 g),36,available,https://flipkart.com/cadbury-dairy-milk-fruit-nut-chocolate-bars/p/itmffmcykfarzhfv?pid=CHCEWXEHYHSEGYVD&lid=LSTCHCEWXEHYHSEGYVDYU8YKC&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_23&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHYHSEGYVD.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
57,Cadbury Chocobakes Choc Filled Cookies Cream Filled  (75 g),25,available,https://flipkart.com/cadbury-chocobakes-choc-filled-cookies-cream/p/itmb0a4919888e94?pid=CKBFMMQUB5KYCGKH&lid=LSTCKBFMMQUB5KYCGKHO2BXKA&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_24&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CKBFMMQUB5KYCGKH.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
58,Cadbury Bournvita 5 Star Magic  (500 g),191,available,https://flipkart.com/cadbury-bournvita-5-star-magic/p/itmf5cq8wbdkwdtb?pid=MDMEUJWYCK9DRG4M&lid=LSTMDMEUJWYCK9DRG4MTLLFS0&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_25&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.MDMEUJWYCK9DRG4M.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
59,Cadbury Bournvita Pro Health Vitamins  (200 g),95,available,https://flipkart.com/cadbury-bournvita-pro-health-vitamins/p/itmf9bmpk9fehjhv?pid=MDMETGN5ZHAPBXZG&lid=LSTMDMETGN5ZHAPBXZG42VLMT&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_26&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.MDMETGN5ZHAPBXZG.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
60,Cadbury Champion's Pack Dairy Milk Chocolate Bars  (130 g),88,available,https://flipkart.com/cadbury-champion-s-pack-dairy-milk-chocolate-bars/p/itmffycreahh6hkx?pid=CHCFFYCRGJQEMTHQ&lid=LSTCHCFFYCRGJQEMTHQHDR4GT&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_27&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFFYCRGJQEMTHQ.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
61,Cadbury Bournville Rich Cocoa Dark Chocolate Bars  (80 g),67,available,https://flipkart.com/cadbury-bournville-rich-cocoa-dark-chocolate-bars/p/itmfykgv2tjwgsnd?pid=CHCEWXEHQYXUVPZB&lid=LSTCHCEWXEHQYXUVPZBTJ0KDJ&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_28&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHQYXUVPZB.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
62,Cadbury Fuse Chocolate Bars  (48 g),22,available,https://flipkart.com/cadbury-fuse-chocolate-bars/p/itmf5zuacr3xyatv?pid=CHCEWXEHPH4AZWQ5&lid=LSTCHCEWXEHPH4AZWQ5ZSGLEO&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_29&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHPH4AZWQ5.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
63,"Cadbury Dairy Milk Chocolate Home Treats, 126g - Pack of 3 Bars  (3 x 126 g)",357,available,https://flipkart.com/cadbury-dairy-milk-chocolate-home-treats-126g-pack-3-bars/p/itmd804c55f0b29c?pid=CHCFPHDWSRJP7HND&lid=LSTCHCFPHDWSRJP7HNDNEK5M5&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_30&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFPHDWSRJP7HND.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
64,"Cadbury Dairy Milk Silk Mousse Chocolate Bar,116g-Pack of 3 Bars  (3 x 116 g)",493,available,https://flipkart.com/cadbury-dairy-milk-silk-mousse-chocolate-bar-116g-pack-3-bars/p/itm4d12fa111c617?pid=CHCFYZFDGTHDTV77&lid=LSTCHCFYZFDGTHDTV77BTTYWI&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_31&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFYZFDGTHDTV77.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
65,Cadbury Temptations Almond Treat Chocolate Bars  (72 g),88,available,https://flipkart.com/cadbury-temptations-almond-treat-chocolate-bars/p/itmewxehq39pyxmw?pid=CHCEWXEHYE2WDURK&lid=LSTCHCEWXEHYE2WDURKKA1TWF&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_32&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCEWXEHYE2WDURK.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
66,Cadbury Gems 7.9 Gm (Pack of 84) Crackles  (84 x 7.89 g),420,available,https://flipkart.com/cadbury-gems-7-9-gm-pack-84-crackles/p/itm5b924eb2b18b1?pid=CHCGFH89PDQFVS29&lid=LSTCHCGFH89PDQFVS29C39YSS&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_33&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCGFH89PDQFVS29.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
67,Cadbury Dairy Milk Crackle Chocolate Bars  (10 x 36 g),419,available,https://flipkart.com/cadbury-dairy-milk-crackle-chocolate-bars/p/itmewxehzdpuauza?pid=CHCF3JY2VEDCX8PN&lid=LSTCHCF3JY2VEDCX8PNJIT499&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_34&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCF3JY2VEDCX8PN.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
68,Cadbury Dairy Milk Silk Oreo Red Velvet Chocolate Bars  (130 g),153,available,https://flipkart.com/cadbury-dairy-milk-silk-oreo-red-velvet-chocolate-bars/p/itmfgzgfmckt6hgh?pid=CHCFGZGFQZ34F6GQ&lid=LSTCHCFGZGFQZ34F6GQH1W7RZ&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_35&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFGZGFQZ34F6GQ.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
69,"Cadbury Dairy Milk Silk Chocolate Bar, 60 gm - Pack of 6 Bars  (6 x 60 g)",420,available,https://flipkart.com/cadbury-dairy-milk-silk-chocolate-bar-60-gm-pack-6-bars/p/itma2190083c3f33?pid=CHCFFVPEKQQN747T&lid=LSTCHCFFVPEKQQN747TTUBHUW&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_36&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCFFVPEKQQN747T.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
70,Cadbury Bournvita Inner strength formula  (1 kg),330,available,https://flipkart.com/cadbury-bournvita-inner-strength-formula/p/itmfcs7y9swuk29p?pid=MDMFYFXPHYTN6ZJA&lid=LSTMDMFYFXPHYTN6ZJAWJUQPF&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_37&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.MDMFYFXPHYTN6ZJA.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
71,"Cadbury Bournvita Health Drink Nutrition Drink  (500 g, Chocolate Flavored)",194,available,https://flipkart.com/cadbury-bournvita-health-drink-nutrition/p/itmfhf8pfdw8gxb5?pid=ESRFCTFK9ZBX9JE5&lid=LSTESRFCTFK9ZBX9JE5AAVLCL&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_38&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.ESRFCTFK9ZBX9JE5.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
72,"Cadbury Bournvita 5 Star Magic Health Nutrition Drink  (500 g, Chocolate Flavored)",235,available,https://flipkart.com/cadbury-bournvita-5-star-magic-health-nutrition-drink/p/itmfd4gzcjqck23x?pid=ESRFD4GZZVZFXXFZ&lid=LSTESRFD4GZZVZFXXFZHUK9SC&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_39&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.ESRFD4GZZVZFXXFZ.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
73,Cadbury Shots 208.8g (Pack of 5) Truffles  (5 x 208.8 g),560,available,https://flipkart.com/cadbury-shots-208-8g-pack-5-truffles/p/itm724a165aaf5e7?pid=CHCG3HS6VJUWP863&lid=LSTCHCG3HS6VJUWP8633KHCBO&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_40&otracker=search&fm=organic&iid=ca12209c-b80e-4ab1-a39d-b0118a2aac1d.CHCG3HS6VJUWP863.SEARCH&ppt=None&ppn=None&ssid=39w6om3sds0000001626269806001&qH=e790a1d73db268d3
74,Cadbury DAIRY MILK SILK FRUIT & NUT 137 GM Bars  (137 g),153,available,https://flipkart.com/cadbury-dairy-milk-silk-fruit-nut-137-gm-bars/p/itm2612deb31dc6c?pid=CHCEWXEHZNFZPZVW&lid=LSTCHCEWXEHZNFZPZVWAICL0M&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_1&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHZNFZPZVW.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
75,Cadbury Dairy Milk Home Treats Chocolate Bars  (126 g),96,available,https://flipkart.com/cadbury-dairy-milk-home-treats-chocolate-bars/p/itmewxeh9gyxubsf?pid=CHCEWXEHHEZSAUQS&lid=LSTCHCEWXEHHEZSAUQSNA2VZU&marketplace=GROCERY&q=cadbury&store=eat&spotlightTagId=BestsellerId_eat&srno=s_1_2&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHHEZSAUQS.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
76,Cadbury Nutties Crackles  (30 g),35,available,https://flipkart.com/cadbury-nutties-crackles/p/itmf2asrqwbdrvwy?pid=CHCF2ASRCJZJHV8A&lid=LSTCHCF2ASRCJZJHV8AFINM2W&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_3&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCF2ASRCJZJHV8A.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
77,Cadbury Gems Surprise Chocolate Crackles  (15.8 g),45,available,https://flipkart.com/cadbury-gems-surprise-chocolate-crackles/p/itmewxehrv4yxr6s?pid=CHCEWXEHUTZQHCQR&lid=LSTCHCEWXEHUTZQHCQRQUQB3G&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_4&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHUTZQHCQR.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
78,Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bars  (55 g),66,available,https://flipkart.com/cadbury-dairy-milk-silk-fruit-nut-chocolate-bars/p/itmfykkycdgy3p5v?pid=CHCEWXEHNUTNFAQU&lid=LSTCHCEWXEHNUTNFAQUJRLU50&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_5&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHNUTNFAQU.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
79,Cadbury 5 Star Oreo Bars  (42 g),31,available,https://flipkart.com/cadbury-5-star-oreo-bars/p/itmfad666c93291d?pid=CHCFZBBZZABGEZGW&lid=LSTCHCFZBBZZABGEZGWV4FHQI&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_6&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFZBBZZABGEZGW.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
80,Cadbury Dairy Milk Silk Mousse Bars  (50 g),80,available,https://flipkart.com/cadbury-dairy-milk-silk-mousse-bars/p/itm2fb4573ed4730?pid=CHCFXMEYSTEZEHFP&lid=LSTCHCFXMEYSTEZEHFPKS6FPN&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_7&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFXMEYSTEZEHFP.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
81,Cadbury Dairy Milk Crispello Bars  (33 g),25,available,https://flipkart.com/cadbury-dairy-milk-crispello-bars/p/itmf8h3hupk5yuhy?pid=CHCF8H3HWUXT6DQR&lid=LSTCHCF8H3HWUXT6DQRQQZWOA&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_8&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCF8H3HWUXT6DQR.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
82,Cadbury 5 Star Home Treats Bars  (200 g),93,available,https://flipkart.com/cadbury-5-star-home-treats-bars/p/itmewxehjvp86fh6?pid=CHCEWXEHFYZSRJPH&lid=LSTCHCEWXEHFYZSRJPHS723MY&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_9&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHFYZSRJPH.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
83,Cadbury Dairy Milk Chocolate Bars  (23 g),17,available,https://flipkart.com/cadbury-dairy-milk-chocolate-bars/p/itmfykkytzh9fkwm?pid=CHCEWXEHQJDGFCNJ&lid=LSTCHCEWXEHQJDGFCNJQSE2GG&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_10&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHQJDGFCNJ.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
84,Cadbury Bournvita Inner Strength  (1 kg),350,available,https://flipkart.com/cadbury-bournvita-inner-strength/p/itmf2ba171e374f0?pid=MDMETGN5AXBVGCSW&lid=LSTMDMETGN5AXBVGCSWAXMEAW&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_11&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.MDMETGN5AXBVGCSW.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
85,Cadbury Bournvita Health  (500 g),193,available,https://flipkart.com/cadbury-bournvita-health/p/itmfgx4gxuzqbdgg?pid=MDMETGN5PGW4R2QF&lid=LSTMDMETGN5PGW4R2QF9B3KVC&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_12&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.MDMETGN5PGW4R2QF.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
86,Cadbury Bournvita Health Drink Pouch  (750 g),240,available,https://flipkart.com/cadbury-bournvita-health-drink-pouch/p/itm1da9c63ce20df?pid=MDMETGN5XTYUENFH&lid=LSTMDMETGN5XTYUENFHTSQUCU&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_13&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.MDMETGN5XTYUENFH.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
87,Cadbury Dairy Milk Silk Oreo Chocolate Bars  (60 g),66,available,https://flipkart.com/cadbury-dairy-milk-silk-oreo-chocolate-bars/p/itmfykkyhfhtzykb?pid=CHCEWXEHHJGN3YXZ&lid=LSTCHCEWXEHHJGN3YXZGSOHDJ&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_14&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHHJGN3YXZ.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
88,Cadbury Shots Truffles  (2 x 208.8 g),224,available,https://flipkart.com/cadbury-shots-truffles/p/itmfcmm637vkxmkh?pid=CHCFCHDAQ6JXEYAR&lid=LSTCHCFCHDAQ6JXEYARQJ99VI&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_15&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFCHDAQ6JXEYAR.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
89,Cadbury Bournville 50% Cocoa Dark Chocolate Bar 80 g (Pack of 5) Bars  (5 x 80 g),400,available,https://flipkart.com/cadbury-bournville-50-cocoa-dark-chocolate-bar-80-g-pack-5-bars/p/itmf9fa5n92xsxzx?pid=CHCF9FYBWB7FGXFN&lid=LSTCHCF9FYBWB7FGXFNLOIUIP&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_16&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCF9FYBWB7FGXFN.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
90,Cadbury Dairy Milk Silk Chocolate Bars  (150 g),140,available,https://flipkart.com/cadbury-dairy-milk-silk-chocolate-bars/p/itmfafsamwpq6ksx?pid=CHCEWXEHUUAYMYWS&lid=LSTCHCEWXEHUUAYMYWSIVMQMM&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_17&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHUUAYMYWS.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
91,"Cadbury Dairy Milk Silk Roast Almond Chocolate Bar, 58g – Pack of 8 Bars  (8 x 58 g)",608,available,https://flipkart.com/cadbury-dairy-milk-silk-roast-almond-chocolate-bar-58g-pack-8-bars/p/itm75e9b7b49a60f?pid=CHCFJHMKGMEDPBF9&lid=LSTCHCFJHMKGMEDPBF9WCFFWG&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_18&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFJHMKGMEDPBF9.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
92,"Cadbury Dairy Milk Chocolate Bar, 52 gm Maha Pack Pack of 15 Bars  (15 x 52 g)",558,available,https://flipkart.com/cadbury-dairy-milk-chocolate-bar-52-gm-maha-pack-15-bars/p/itmf9utytfdjdhdy?pid=CHCF9RZSEQFUFYFM&lid=LSTCHCF9RZSEQFUFYFMVMJDSC&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_19&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCF9RZSEQFUFYFM.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
93,Cadbury Crispello Chocolate Bar 33 g (Pack of 15) Brittles  (15 x 33 g),450,available,https://flipkart.com/cadbury-crispello-chocolate-bar-33-g-pack-15-brittles/p/itmfaazzpgzrpuhp?pid=CHCFAAB9QG4UVA8W&lid=LSTCHCFAAB9QG4UVA8WJ54VAF&marketplace=FLIPKART&q=cadbury&store=eat&srno=s_1_20&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCFAAB9QG4UVA8W.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
94,Cadbury Perk Home Treats Chocolate Bars  (173.7 g),65,available,https://flipkart.com/cadbury-perk-home-treats-chocolate-bars/p/itmewxehgsaw7mnu?pid=CHCEWXEHJSPFHHNM&lid=LSTCHCEWXEHJSPFHHNMUIJX0V&marketplace=GROCERY&q=cadbury&store=eat&srno=s_1_21&otracker=search&fm=organic&iid=bac7e810-6069-40cd-a02a-ca6c6f382aeb.CHCEWXEHJSPFHHNM.SEARCH&ppt=None&ppn=None&ssid=hsvhihs88g0000001626270126155&qH=e790a1d73db268d3
